ApprovalFY,Term,NoEmp,NewBiz,RevLineCr,LowDoc,DisbursementGross,MIS_Status,County_Name,TotalLoansInCounty,PIF_RateByCounty,MedIncome,PopChange,EmployedInCty,UnempInCty,UnempRateInCty,DeathsPer100k,PayDelay,Industry
2007,50,0.0,0.0,1.0,0,39461.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.995732273553991,Real
2007,1,0.6931471805599453,1.0,0.0,0,25000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.9444389791664403,Wholesale
2007,66,1.6094379124341003,0.0,0.0,0,100000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.784189633918261,Construction
2007,84,1.3862943611198906,1.0,0.0,0,182300.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.7612001156935624,Arts
2007,64,1.0986122886681098,0.0,1.0,0,120258.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,1.791759469228055,Retail
1998,240,3.258096538021482,0.0,0.0,0,690000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,5.327876168789581,Health
2007,68,0.6931471805599453,0.0,1.0,0,107272.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.9444389791664403,Professional
1998,84,2.6390573296152584,0.0,0.0,1,15000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,4.624972813284271,Unknown
1998,84,0.6931471805599453,0.0,0.0,0,147000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,5.645446897643238,Unknown
1998,120,2.302585092994046,1.0,0.0,0,180000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,4.852030263919617,Unknown
2007,50,0.0,0.0,1.0,0,100576.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.248495242049359,Other
2006,58,0.6931471805599453,0.0,1.0,0,57962.0,CHGOFF,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,3.367295829986474,Construction
2007,84,0.6931471805599453,1.0,1.0,0,379698.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.204692619390966,Accommodation
2007,91,2.302585092994046,0.0,0.0,0,220000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4965075614664802,Other
2007,84,0.0,1.0,1.0,0,79007.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Retail
2007,84,1.3862943611198906,1.0,1.0,0,54600.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.110873864173311,Administrative
2007,84,1.0986122886681098,0.0,1.0,0,191950.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.2188758248682006,Finance
2007,65,1.9459101490553132,0.0,1.0,0,49578.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.1780538303479458,Administrative
2006,240,0.0,0.0,0.0,0,710000.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,5.631211781821365,Health
2006,84,1.3862943611198906,0.0,0.0,0,95000.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,3.912023005428146,Health
2006,61,1.0986122886681098,0.0,0.0,0,245000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,2.6390573296152584,Administrative
1998,60,0.0,1.0,0.0,1,90000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,4.290459441148391,Unknown
2007,84,0.6931471805599453,0.0,1.0,0,63524.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.6888794541139363,Wholesale
2007,84,0.0,0.0,1.0,0,99049.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.302585092994046,Health
1998,84,2.9444389791664403,0.0,0.0,0,125000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,4.204692619390966,Unknown
2007,120,0.0,0.0,0.0,0,280000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.23410650459726,Retail
2007,84,0.6931471805599453,0.0,0.0,0,461375.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.5553480614894135,Construction
1998,240,2.302585092994046,0.0,0.0,0,750000.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,5.41610040220442,Other
2007,84,0.6931471805599453,0.0,1.0,0,46215.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4965075614664802,Real
1998,84,1.3862943611198906,0.0,0.0,0,61500.0,P I F,Arapahoe,2046,0.7976539589442815,36027,0.22255088067900064,282039,7396,2.6,551.9,4.820281565605037,Other
2006,90,1.3862943611198906,1.0,0.0,0,200000.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,4.820281565605037,Construction
2007,84,0.0,0.0,1.0,0,82082.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.332204510175204,Professional
2007,120,1.791759469228055,0.0,0.0,0,46500.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.484796933490655,Professional
2007,84,0.6931471805599453,1.0,0.0,0,31900.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.1780538303479458,Manufacturing
2007,35,2.302585092994046,0.0,1.0,0,95200.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.1780538303479458,Construction
1999,120,1.0986122886681098,1.0,0.0,0,150000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.970291913552122,Retail
2007,40,0.6931471805599453,0.0,1.0,0,121540.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.995732273553991,Professional
2007,84,2.4849066497880004,0.0,1.0,0,86019.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.833213344056216,Professional
2007,89,0.6931471805599453,0.0,0.0,0,190000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.31748811353631,Arts
2006,73,1.0986122886681098,0.0,1.0,0,25000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,2.8903717578961645,Finance
1999,120,0.0,1.0,0.0,0,100000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.6888794541139363,Other
2007,50,1.3862943611198906,0.0,0.0,0,50000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.7376696182833684,Administrative
2007,84,1.6094379124341003,0.0,1.0,0,20000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,6.068425588244111,Retail
1999,120,1.6094379124341003,0.0,0.0,0,207000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,5.043425116919247,Retail
2006,120,1.6094379124341003,0.0,0.0,0,353000.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,3.7376696182833684,Retail
2006,44,0.0,0.0,1.0,0,89415.0,CHGOFF,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,4.2626798770413155,Other
2007,84,0.0,0.0,0.0,0,15000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.332204510175204,Professional
2007,58,0.0,0.0,1.0,0,97376.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.295836866004329,Retail
2006,300,1.0986122886681098,0.0,0.0,0,236700.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,3.5553480614894135,Health
2007,54,0.6931471805599453,1.0,0.0,0,100000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.1354942159291497,Educational
2006,84,0.0,0.0,1.0,0,20000.0,P I F,Arapahoe,2046,0.7976539589442815,45766,0.22255088067900064,289805,12912,4.3,551.9,5.988961416889864,Finance
2007,84,0.6931471805599453,1.0,1.0,0,25000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.091042453358316,Construction
2007,100,2.302585092994046,1.0,0.0,0,718000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.091042453358316,Construction
2007,56,2.302585092994046,1.0,1.0,0,248250.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.9512437185814275,Construction
2007,57,0.0,0.0,1.0,0,55675.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.683579767338681,Professional
2007,84,0.6931471805599453,1.0,1.0,0,202315.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.356708826689592,Retail
2007,50,1.0986122886681098,0.0,1.0,0,20641.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.295836866004329,Other
1999,120,2.0794415416798357,1.0,0.0,0,200000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.9318256327243257,Construction
2007,84,0.6931471805599453,0.0,0.0,0,247500.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.784189633918261,Other
2007,34,1.791759469228055,0.0,1.0,0,89745.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.912023005428146,Construction
2007,48,1.791759469228055,0.0,1.0,0,18977.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.6888794541139363,Retail
2007,84,1.9459101490553132,0.0,1.0,0,38600.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.0794415416798357,Wholesale
1999,84,2.8903717578961645,0.0,0.0,0,325000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.382026634673881,Retail
2007,84,0.6931471805599453,1.0,1.0,0,26446.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,6.0014148779611505,Professional
2007,26,0.0,0.0,1.0,0,75216.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.4849066497880004,Administrative
2007,84,1.0986122886681098,0.0,0.0,0,274675.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.875197323201151,Health
1999,12,1.3862943611198906,1.0,1.0,0,150000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.897839799950911,Health
2007,68,0.0,0.0,1.0,0,10754.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.918893854273146,Real
2007,84,3.2188758248682006,0.0,0.0,0,40000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.091042453358316,Health
2007,108,1.6094379124341003,0.0,0.0,0,587000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.8903717578961645,Retail
2007,60,0.6931471805599453,0.0,0.0,0,30000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.295836866004329,Retail
2007,84,1.6094379124341003,0.0,1.0,0,137200.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.5649493574615367,Professional
2007,84,0.0,0.0,1.0,0,40663.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.174387269895637,Professional
2007,240,1.3862943611198906,0.0,0.0,0,664000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,6.238324625039508,Other
2007,128,0.0,1.0,0.0,0,365000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.645446897643238,Health
2007,84,0.0,0.0,1.0,0,125466.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,1.0986122886681098,Wholesale
2007,97,2.1972245773362196,0.0,0.0,0,96000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.6635616461296463,Accommodation
2007,84,0.0,0.0,1.0,0,44005.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Professional
2007,60,0.0,0.0,1.0,0,51375.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Health
2007,47,0.0,0.0,1.0,0,53726.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Construction
2007,84,3.4011973816621555,0.0,1.0,0,148670.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Administrative
1999,57,3.2188758248682006,1.0,0.0,0,310000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,5.003946305945459,Unknown
2007,26,0.0,0.0,1.0,0,106125.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4339872044851463,Manufacturing
2007,84,3.295836866004329,1.0,1.0,0,20548.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.258096538021482,Construction
2007,84,1.0986122886681098,1.0,1.0,0,274350.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.9512437185814275,Professional
1999,120,1.0986122886681098,1.0,0.0,0,330000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.060443010546419,Other
2007,61,0.0,0.0,1.0,0,45335.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.8066624897703196,Real
2007,32,1.0986122886681098,0.0,1.0,0,77057.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.4849066497880004,Administrative
1999,49,1.791759469228055,0.0,0.0,1,150000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.9512437185814275,Unknown
2007,84,0.0,0.0,1.0,0,30000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.0689042022202315,Finance
2007,42,0.0,0.0,0.0,0,17088.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.6109179126442243,Administrative
2007,58,0.0,1.0,0.0,0,75300.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,1.6094379124341003,Retail
2007,84,2.0794415416798357,0.0,0.0,0,100000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.1780538303479458,Construction
2007,84,0.6931471805599453,0.0,0.0,0,49000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.382026634673881,Retail
2007,58,0.6931471805599453,0.0,1.0,0,86501.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.828641396489095,Construction
2007,50,1.0986122886681098,0.0,1.0,0,16753.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.8066624897703196,Manufacturing
1999,120,0.0,1.0,0.0,0,135000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.6635616461296463,Retail
2007,55,1.0986122886681098,0.0,1.0,0,32431.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.332204510175204,Construction
2007,42,1.3862943611198906,0.0,1.0,0,85591.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.1588830833596715,Accommodation
2007,120,1.0986122886681098,0.0,0.0,0,100000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Other
2007,78,0.6931471805599453,1.0,0.0,0,162000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.258096538021482,Retail
2007,84,0.0,0.0,1.0,0,131231.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.04305126783455,Accommodation
2007,39,0.0,0.0,1.0,0,85532.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.9318256327243257,Arts
2007,43,0.6931471805599453,0.0,1.0,0,126483.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,3.4657359027997265,Arts
2007,84,0.6931471805599453,0.0,1.0,0,18000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,,Professional
2007,240,2.70805020110221,0.0,0.0,0,479000.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,5.476463551931511,Manufacturing
2007,66,0.6931471805599453,0.0,1.0,0,76912.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.1972245773362196,Real
2007,58,0.0,0.0,1.0,0,44309.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.143134726391533,Professional
2007,60,0.0,0.0,0.0,0,15100.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,0.6931471805599453,Retail
2007,84,1.9459101490553132,0.0,1.0,0,366421.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,0.6931471805599453,Health
1999,84,1.0986122886681098,1.0,0.0,1,100000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.174387269895637,Unknown
2008,42,1.3862943611198906,0.0,1.0,0,67528.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.258096538021482,Retail
2008,38,1.0986122886681098,0.0,0.0,0,25000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,5.153291594497779,Retail
2008,84,0.0,0.0,1.0,0,71651.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,,Other
1999,120,0.0,1.0,0.0,0,320000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.1780538303479458,Retail
1999,84,0.6931471805599453,1.0,0.0,0,129500.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.7612001156935624,Unknown
1999,300,1.6094379124341003,0.0,0.0,0,916000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,5.8522024797744745,Unknown
2008,84,0.6931471805599453,1.0,1.0,0,236019.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,4.787491742782046,Transportation
2008,39,0.0,1.0,0.0,,46300.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.2188758248682006,Health
2008,39,0.0,1.0,1.0,,30000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.2188758248682006,Health
2007,71,0.6931471805599453,0.0,1.0,0,27931.0,P I F,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,2.70805020110221,Health
1999,120,1.3862943611198906,1.0,0.0,0,135000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.174387269895637,Unknown
2008,72,0.0,0.0,1.0,0,32500.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.871201010907891,Professional
2008,70,0.6931471805599453,0.0,0.0,0,25000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.8501476017100584,Administrative
1999,12,1.9459101490553132,0.0,0.0,0,250000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,6.124683390894205,Unknown
1999,84,1.6094379124341003,0.0,0.0,1,90000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.51085950651685,Unknown
2007,56,0.6931471805599453,0.0,1.0,0,104349.0,CHGOFF,Arapahoe,2046,0.7976539589442815,46837,0.22255088067900064,293497,11416,3.7,551.9,4.127134385045092,Retail
2008,84,0.6931471805599453,0.0,1.0,0,35454.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,4.61512051684126,Construction
2008,43,0.6931471805599453,0.0,1.0,0,60530.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,2.302585092994046,Professional
1999,84,2.9444389791664403,1.0,0.0,0,191000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.091042453358316,Retail
2008,48,0.0,0.0,1.0,0,25000.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.4965075614664802,Transportation
1999,300,3.6888794541139363,1.0,0.0,0,1803000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,6.028278520230698,Health
2008,43,0.6931471805599453,0.0,1.0,0,77898.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,0.0,Finance
2008,84,0.0,0.0,1.0,0,110385.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.295836866004329,Retail
2008,84,1.0986122886681098,0.0,1.0,0,76695.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,4.04305126783455,Health
2008,75,0.0,1.0,1.0,0,20816.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.9512437185814275,Other
2008,64,0.0,0.0,0.0,0,5000.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.044522437723423,Information
1999,84,1.791759469228055,0.0,0.0,0,80000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.58351893845611,Retail
2008,84,1.0986122886681098,1.0,1.0,0,50000.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,6.62273632394984,Finance
1999,60,0.6931471805599453,0.0,0.0,1,45000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.143134726391533,Unknown
2008,46,2.0794415416798357,0.0,1.0,0,202868.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,2.8903717578961645,Accommodation
1999,84,0.0,1.0,0.0,0,61200.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.532599493153256,Accommodation
2008,84,1.0986122886681098,0.0,1.0,0,39989.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,2.8903717578961645,Construction
2008,84,1.6094379124341003,0.0,1.0,0,139316.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,4.276666119016055,Retail
2008,84,1.6094379124341003,0.0,1.0,0,88544.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,2.4849066497880004,Professional
2008,63,3.5553480614894135,0.0,0.0,0,99992.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.7612001156935624,Construction
2008,84,1.6094379124341003,0.0,1.0,0,50000.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,4.204692619390966,Professional
2008,84,0.0,0.0,1.0,0,25000.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,6.418364935936212,Professional
2008,84,0.6931471805599453,0.0,1.0,0,212214.0,P I F,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,3.4339872044851463,Construction
1999,300,2.302585092994046,0.0,0.0,0,220000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.2626798770413155,Construction
1999,120,0.0,1.0,0.0,0,250000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,3.6888794541139363,Other
1999,120,1.9459101490553132,0.0,0.0,0,210000.0,P I F,Arapahoe,2046,0.7976539589442815,38538,0.22255088067900064,287376,6628,2.3,551.9,4.23410650459726,Unknown
2008,57,1.0986122886681098,0.0,0.0,0,49202.0,CHGOFF,Arapahoe,2046,0.7976539589442815,44223,0.22255088067900064,297374,15276,4.9,551.9,2.772588722239781,Health
